county_id,propcount_2020_100yr_all,propcount_2020_100yr_<0,propcount_2020_100yr_q1,propcount_2020_100yr_q2,propcount_2020_100yr_q3,propcount_2020_100yr_q4,propcount_2020_500yr_all,propcount_2020_500yr_<0,propcount_2020_500yr_q1,propcount_2020_500yr_q2,propcount_2020_500yr_q3,propcount_2020_500yr_q4,propcount_2050_100yr_all,propcount_2050_100yr_<0,propcount_2050_100yr_q1,propcount_2050_100yr_q2,propcount_2050_100yr_q3,propcount_2050_100yr_q4,propcount_2050_500yr_all,propcount_2050_500yr_<0,propcount_2050_500yr_q1,propcount_2050_500yr_q2,propcount_2050_500yr_q3,propcount_2050_500yr_q4,n_props
13265.0,21,13,3,1,2,2,23,14,2,3,1,3,21,13,3,1,2,2,25,15,2,3,2,3,931.0
13267.0,282,220,6,14,21,20,364,257,15,9,20,62,301,234,8,7,26,25,384,265,14,17,18,69,7450.0
13269.0,158,108,6,5,10,28,196,133,4,9,14,35,163,112,6,6,8,30,205,138,5,6,18,37,3309.0
13271.0,147,111,4,3,8,21,180,131,5,4,10,30,155,117,0,7,9,22,186,134,6,4,8,34,4398.0
13273.0,133,103,4,4,14,7,221,169,11,7,21,12,166,132,5,4,16,8,233,180,9,7,22,14,3870.0
13275.0,614,494,25,30,31,34,785,617,36,44,35,53,678,545,26,34,35,38,828,645,33,48,43,59,16086.0
13277.0,624,508,23,26,43,22,765,599,34,30,54,45,663,533,25,32,43,28,800,612,37,34,62,51,12806.0
13279.0,360,270,11,15,30,33,454,293,14,23,46,77,389,284,16,15,34,39,480,301,18,24,43,93,9555.0
13281.0,1256,323,42,79,198,612,1483,371,46,60,207,797,1279,328,47,68,194,640,1514,378,52,58,198,826,7989.0
13283.0,78,64,3,5,3,3,90,73,3,2,4,8,84,70,2,4,4,4,90,71,5,2,4,8,2447.0
13285.0,1012,590,46,66,131,178,1244,704,54,102,146,237,1040,592,49,74,136,188,1298,736,62,95,146,258,22773.0
13287.0,56,48,2,4,1,1,67,58,0,1,6,2,58,50,1,4,2,1,73,63,1,0,7,2,2369.0
13289.0,174,137,4,4,11,18,210,169,1,8,9,23,181,144,3,4,12,18,217,176,2,6,10,23,3731.0
13291.0,1332,559,44,87,136,504,1482,585,46,70,175,604,1357,557,42,88,148,520,1518,573,56,77,185,625,14087.0
13293.0,400,243,20,22,49,66,461,268,20,35,50,88,425,261,18,26,51,69,480,283,17,35,51,94,10414.0
13295.0,3088,1540,105,149,286,991,3850,1712,103,171,364,1481,3196,1575,108,138,312,1044,3957,1765,96,164,380,1533,24527.0
13297.0,652,455,29,37,60,68,839,565,45,61,64,101,699,486,35,39,62,74,874,581,46,62,77,105,29759.0
13299.0,611,490,25,33,36,27,932,746,39,44,52,51,731,595,25,31,44,36,1041,833,41,48,54,65,12854.0
13301.0,42,33,0,2,5,2,59,46,2,3,3,5,43,34,0,2,5,2,64,49,2,4,4,5,2559.0
13303.0,291,247,10,9,15,8,334,269,14,10,21,18,300,253,9,12,14,10,349,278,18,11,20,20,7608.0
13305.0,329,229,27,13,36,24,438,291,24,35,44,44,351,243,24,21,37,26,476,315,27,33,49,52,9746.0
13307.0,9,7,0,0,1,0,14,12,0,0,0,1,9,7,0,0,0,1,17,15,0,0,0,1,781.0
13309.0,124,98,4,4,5,12,147,91,5,13,19,18,126,98,3,7,3,14,152,85,3,13,24,25,1923.0
13311.0,972,287,32,57,123,467,1098,311,31,62,137,549,1002,303,30,55,127,480,1124,317,32,62,136,569,11679.0
13313.0,2299,1625,69,128,223,253,2834,1954,107,160,281,331,2418,1697,83,141,230,266,2932,2023,108,158,291,351,28485.0
13315.0,135,112,5,3,13,2,169,138,3,5,10,13,137,114,2,5,10,6,175,142,1,6,13,13,2892.0
13317.0,64,53,0,2,2,7,75,62,1,1,1,10,68,57,0,1,2,8,78,64,2,1,1,10,4373.0
13319.0,152,136,2,1,9,4,199,175,2,2,13,7,156,140,2,1,9,4,205,180,3,0,12,10,4007.0
13321.0,406,291,16,31,42,26,501,326,19,31,58,67,422,302,12,26,49,33,531,340,21,32,52,86,5794.0
16001.0,1080,871,37,65,60,38,2517,1899,77,103,142,287,1236,965,41,73,101,47,2746,2040,98,120,165,314,25049.0
16003.0,199,105,9,5,9,54,271,118,3,11,34,84,211,108,8,8,11,58,284,120,6,10,31,94,891.0
16005.0,3371,2266,111,99,232,576,5673,3852,170,152,290,1103,3783,2569,78,147,240,659,6075,4090,155,182,333,1202,26999.0
16007.0,718,564,15,23,33,80,1172,939,35,23,57,114,775,611,17,26,31,87,1216,964,27,38,58,125,3492.0
16009.0,715,253,6,31,51,346,814,259,17,27,38,444,730,260,6,17,64,354,824,259,12,30,38,455,4230.0
16011.0,3107,2454,116,144,222,150,5064,3706,266,323,430,308,3292,2568,118,147,271,167,5280,3779,268,401,451,350,13321.0
16013.0,4241,1860,98,190,307,1742,5697,2073,176,279,408,2691,4493,1874,140,179,320,1932,5994,2073,163,263,502,2922,13900.0
16015.0,656,142,15,16,59,423,755,144,18,21,46,524,669,145,17,11,60,435,774,153,13,24,45,537,3316.0
16017.0,3653,1878,127,193,434,1013,4696,2091,152,230,538,1675,3828,1917,141,202,453,1107,4879,2114,191,211,581,1771,22179.0
16019.0,4142,3569,65,62,152,269,8716,7690,154,177,205,459,4577,3937,65,74,162,313,9662,8533,140,231,242,482,36998.0
16021.0,596,286,24,32,61,193,770,340,22,37,89,282,619,287,21,46,61,204,805,349,28,33,88,307,4677.0
16023.0,106,81,4,3,5,7,153,104,4,1,25,13,111,83,4,6,3,9,161,109,4,1,26,15,340.0
16025.0,262,159,6,6,5,26,364,223,11,3,13,36,290,177,10,5,6,27,376,226,10,9,11,39,840.0
16027.0,7751,5525,219,349,748,908,12080,7771,395,579,1094,2237,8443,5897,255,364,809,1114,12734,8007,427,638,1204,2454,71844.0
16029.0,87,66,11,2,4,3,118,80,5,3,21,8,91,67,2,14,4,3,126,84,3,5,12,21,405.0
16031.0,1150,861,31,25,50,178,1888,1369,53,55,116,289,1230,920,28,32,54,191,2009,1442,53,77,119,311,7418.0
16033.0,113,93,0,4,7,9,179,133,2,12,15,17,120,98,2,2,8,10,192,138,4,7,19,24,333.0
16035.0,955,204,23,32,78,611,1093,211,21,33,69,751,982,212,20,37,78,628,1132,221,26,35,75,766,3923.0
16037.0,828,429,21,26,59,293,1060,433,34,51,81,461,867,436,25,24,73,309,1112,426,50,54,91,490,2780.0
16039.0,1149,760,28,34,66,250,2333,1640,71,108,98,400,1253,817,36,31,85,271,2646,1910,69,120,115,415,9204.0
16041.0,410,289,10,17,30,64,610,412,28,25,47,98,452,323,9,18,28,74,662,444,29,32,51,106,3668.0
16043.0,922,543,21,23,49,274,1204,673,33,55,88,339,972,567,27,34,53,278,1246,690,35,51,102,351,8472.0
16045.0,115,67,9,1,7,30,198,114,4,6,17,56,121,71,4,7,6,32,208,121,4,4,18,60,6625.0
16047.0,742,704,4,5,8,21,1285,983,81,92,92,37,857,805,14,6,11,21,1324,989,73,101,118,43,4379.0
16049.0,1188,251,22,36,81,651,1326,242,21,33,78,791,1209,241,21,43,84,671,1339,233,24,39,77,805,8041.0
16051.0,862,749,13,14,28,52,2656,2018,83,122,190,226,976,855,8,16,34,57,2843,2133,86,115,241,249,8195.0
16053.0,405,319,16,21,28,19,675,495,35,40,49,53,442,339,23,18,38,22,713,524,30,43,53,60,5839.0
16055.0,6943,4266,226,323,570,1517,10204,5914,381,492,1023,2342,7478,4531,322,341,617,1623,10787,6232,345,545,1074,2538,62659.0
16057.0,1596,614,73,105,232,481,1936,627,79,130,281,713,1667,620,73,106,258,513,1982,626,73,130,305,742,10277.0
16059.0,1312,522,29,63,93,594,1734,616,44,76,127,860,1362,546,28,63,106,608,1777,604,57,74,136,894,4177.0
16061.0,229,103,13,15,46,52,287,89,16,19,55,107,241,103,15,16,49,58,290,81,9,28,53,118,1414.0
16063.0,68,45,2,2,9,5,95,56,4,3,7,14,73,49,2,1,7,8,101,58,6,1,8,15,619.0
16065.0,1010,879,21,25,58,17,2093,1682,47,76,162,116,1239,1027,40,54,58,50,2192,1761,43,92,164,122,8067.0
16067.0,939,506,60,25,92,256,2583,1485,66,99,226,704,1102,599,42,44,122,295,2868,1609,67,115,238,836,6770.0
16069.0,1110,335,14,47,102,607,1344,346,32,42,93,824,1155,352,23,35,101,639,1378,357,25,46,95,848,12972.0
16071.0,352,252,7,10,25,56,597,426,19,18,42,90,376,268,9,11,28,58,637,451,21,18,47,98,1956.0
16073.0,897,322,18,29,61,464,1120,369,23,39,78,607,930,331,25,23,65,483,1185,403,27,33,90,628,3766.0
16075.0,1344,1083,36,40,83,101,2085,1365,110,111,209,289,1485,1189,34,44,99,118,2181,1330,133,163,231,323,8261.0
16077.0,193,90,15,15,18,54,275,132,10,17,37,78,209,101,7,19,22,59,298,147,9,18,39,84,2261.0
16079.0,4053,855,153,220,573,1796,4334,468,95,198,508,2574,4145,748,168,243,527,1991,4377,413,92,164,496,2716,7968.0
16081.0,724,494,43,60,73,54,950,559,53,55,150,133,758,506,34,72,77,69,1005,553,68,67,162,155,3811.0
16083.0,1155,835,31,80,69,140,2121,1534,67,74,176,270,1350,979,47,75,94,155,2295,1659,70,93,178,295,28210.0
16085.0,1276,701,87,71,116,244,1674,771,65,133,207,429,1341,740,85,75,126,257,1753,828,51,93,242,470,12944.0
16087.0,925,494,32,71,88,226,1356,583,71,69,162,449,965,490,38,65,111,246,1406,588,41,96,159,500,3924.0
17001.0,36,19,0,0,2,2,42,24,1,0,1,3,36,19,0,0,2,2,42,25,0,0,1,3,1130.0
17003.0,136,81,2,4,8,33,159,97,2,3,8,40,143,87,1,4,9,34,161,97,4,3,8,40,431.0
17005.0,15,11,0,0,1,2,21,13,2,2,1,2,15,9,2,0,1,2,21,12,3,2,1,2,801.0
17007.0,48,36,2,3,4,3,72,52,0,3,10,7,50,37,2,3,5,3,76,56,0,2,10,8,2046.0
17009.0,19,9,0,0,4,6,23,12,0,0,4,7,20,10,0,0,4,6,23,12,0,0,4,7,584.0
17011.0,311,266,4,7,13,11,487,415,6,9,20,23,321,275,4,7,14,11,499,424,6,11,20,24,11793.0
17013.0,89,53,4,2,14,15,96,56,4,5,11,19,92,56,3,3,14,15,96,55,4,5,11,20,353.0
17015.0,618,132,53,67,103,261,857,204,56,77,148,370,630,136,52,66,106,268,893,222,55,86,156,372,7474.0
17017.0,22,21,0,0,1,0,49,41,0,0,2,4,23,22,0,0,1,0,49,41,0,0,2,4,383.0
17019.0,1584,1075,110,121,178,92,3064,1896,253,278,367,256,1675,1126,131,130,184,96,3185,1978,253,296,379,265,48430.0
17021.0,94,71,1,3,7,12,118,91,3,1,6,17,96,73,1,3,6,13,121,94,3,1,6,17,2844.0
17023.0,165,112,3,7,11,32,229,168,2,4,15,40,167,114,1,8,11,33,237,176,1,6,13,41,7160.0
17025.0,19,16,0,0,1,1,28,24,0,0,1,2,20,17,0,0,1,1,30,26,0,0,1,2,668.0
17027.0,346,326,6,5,7,1,513,467,8,11,14,11,390,369,4,7,7,2,533,484,9,4,20,14,13706.0
17029.0,80,68,1,3,3,1,114,99,1,1,4,5,83,71,1,2,4,1,115,100,1,1,4,5,2695.0
17031.0,94868,53124,9888,10585,13653,7597,172372,89627,17349,19734,26312,19313,101845,56829,10610,11428,14523,8431,183084,94797,18313,20763,27990,21183,947335.0
17033.0,29,25,2,1,0,0,43,38,1,1,1,1,31,27,1,2,0,0,43,38,0,1,2,1,1252.0
17035.0,31,23,1,0,3,3,40,32,0,0,4,3,33,25,1,0,3,3,40,32,0,0,2,5,1190.0
17037.0,234,205,1,8,12,8,332,287,4,6,15,19,242,213,1,7,12,9,342,295,5,5,16,20,4236.0
17039.0,29,24,0,1,1,3,36,26,1,1,3,5,29,24,0,1,1,3,36,26,1,1,3,5,837.0
17041.0,914,673,42,57,83,57,1404,795,61,81,245,218,929,677,44,59,89,58,1418,806,60,82,237,229,6888.0
17043.0,4045,3242,158,160,264,208,7429,5533,266,368,599,644,4355,3483,152,193,288,226,7754,5748,276,404,625,681,88715.0
17045.0,20,13,0,0,1,0,33,20,0,0,0,1,20,13,0,0,1,0,33,20,0,0,0,1,911.0
17047.0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,103.0
17049.0,113,27,14,13,30,28,168,39,22,23,39,44,126,29,15,15,33,33,176,42,23,25,39,46,6763.0
17051.0,69,60,0,0,1,3,89,71,4,0,2,4,71,62,0,0,1,3,93,75,3,1,2,4,3161.0
17053.0,300,289,2,0,1,0,517,491,2,5,4,5,308,297,2,0,1,0,526,500,1,5,5,5,5929.0
17055.0,44,41,1,0,1,0,59,55,0,1,1,0,49,45,1,0,1,0,62,58,0,1,0,1,2459.0
17057.0,322,283,7,4,8,12,470,390,12,17,17,23,324,286,6,4,8,12,471,392,11,14,20,23,13259.0
17059.0,62,52,0,2,1,2,155,127,0,2,4,8,70,60,0,1,1,2,180,151,1,1,1,11,2648.0
17061.0,177,135,4,10,10,12,260,186,7,10,16,32,190,149,2,10,11,12,267,190,10,9,17,32,4567.0
17063.0,350,268,7,4,15,52,585,436,8,14,22,101,374,289,3,6,14,58,603,447,5,18,24,105,3467.0
17065.0,48,48,0,0,0,0,76,73,0,1,0,0,50,50,0,0,0,0,79,76,0,1,0,0,3010.0
17067.0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,156.0
17069.0,83,67,0,2,5,6,117,88,2,2,9,12,85,69,0,2,4,7,128,99,2,1,10,12,1765.0
17071.0,210,155,2,7,16,25,313,227,7,5,18,50,213,156,4,6,10,32,319,231,6,8,15,53,2233.0
17073.0,987,780,46,58,69,33,1558,1002,85,116,213,139,995,787,44,60,71,32,1571,1007,78,120,212,151,20848.0
17075.0,53,52,1,0,0,0,93,89,2,2,0,0,55,54,1,0,0,0,95,91,2,2,0,0,1613.0
17077.0,583,550,4,4,7,17,1128,720,13,15,39,338,616,583,3,5,6,18,1196,789,7,14,42,341,14600.0
17079.0,61,54,2,1,1,2,77,63,5,2,1,4,61,54,2,1,1,2,82,68,4,3,1,4,2306.0
17081.0,266,222,2,6,3,8,345,294,3,6,6,9,278,234,2,4,4,9,361,308,4,7,6,9,11046.0
17083.0,91,55,3,0,10,23,105,62,0,4,8,31,91,55,2,1,9,24,114,69,1,5,7,32,1147.0
17085.0,33,12,0,0,6,15,40,12,1,1,1,25,33,12,0,0,6,15,40,12,1,1,0,26,586.0
17087.0,17,12,1,0,2,0,20,15,0,1,2,0,17,12,1,0,2,0,20,15,0,1,2,0,1995.0
17089.0,6268,4415,201,255,383,996,10027,7220,342,427,651,1365,6553,4618,206,264,410,1037,10302,7383,372,448,667,1410,142573.0
17091.0,279,243,5,4,10,17,441,361,4,6,24,42,294,256,4,5,8,20,459,374,5,9,19,48,3746.0
17093.0,1428,1342,13,14,19,27,2362,2127,33,42,64,78,1496,1405,13,14,23,28,2463,2209,29,45,71,88,40455.0
17095.0,273,79,31,39,44,80,454,148,54,63,69,120,272,77,32,40,43,80,455,148,54,64,69,120,11345.0
17097.0,8365,7840,83,101,154,183,13884,12512,232,294,430,409,8845,8291,89,106,161,194,14421,12964,232,305,484,429,194119.0
17099.0,93,62,1,3,6,21,156,101,3,5,5,42,99,64,3,3,7,22,159,101,2,3,10,43,1242.0
17103.0,134,113,1,2,2,15,187,156,3,3,2,21,135,114,1,2,2,15,189,156,4,3,3,21,2347.0
17105.0,49,43,0,0,2,1,113,100,1,0,0,3,52,46,0,0,2,1,115,102,1,0,0,3,1815.0
17107.0,31,29,0,2,0,0,57,49,0,1,4,3,31,29,0,2,0,0,58,50,0,1,4,3,1219.0
17109.0,5,5,0,0,0,0,10,10,0,0,0,0,7,7,0,0,0,0,10,10,0,0,0,0,423.0
17111.0,4986,4195,82,96,166,221,7625,6150,150,202,387,435,5151,4329,95,98,170,232,7805,6280,148,211,405,458,103140.0
17113.0,1591,1241,56,49,92,144,2378,1837,54,78,153,244,1629,1268,57,54,89,152,2411,1868,52,80,150,249,49823.0
17115.0,1448,1181,37,44,82,104,2346,1894,56,70,105,221,1533,1254,43,41,88,107,2402,1942,56,76,106,222,40391.0
17117.0,562,491,8,9,18,26,1004,909,2,21,19,38,596,523,7,12,15,29,1043,948,2,20,20,38,16983.0
17119.0,5237,3689,280,303,447,508,8777,5720,561,685,966,829,5569,3887,297,342,497,536,9154,5909,601,726,1026,873,94869.0
17121.0,113,96,1,3,2,3,184,158,1,3,5,5,121,104,0,4,2,3,195,166,1,5,5,5,6063.0
17123.0,33,26,0,2,0,5,42,32,0,4,1,5,34,27,0,2,0,5,41,31,0,4,1,5,633.0
17125.0,56,45,0,2,3,3,83,64,3,1,3,6,56,45,0,2,3,3,83,63,3,2,3,6,909.0
17127.0,31,28,0,1,0,2,43,37,1,1,2,2,31,28,0,1,0,2,46,40,1,1,1,3,1040.0
17129.0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,580.0
17131.0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,141.0
17133.0,678,435,16,16,57,151,865,498,14,21,48,280,717,441,16,23,51,183,878,499,15,18,46,296,12481.0
17135.0,61,53,0,0,3,4,82,71,2,1,2,5,65,57,0,0,3,4,85,74,2,1,2,5,2043.0
17137.0,28,23,0,0,0,0,30,24,0,0,0,0,28,23,0,0,0,0,31,25,0,0,0,0,325.0
17139.0,107,91,3,4,3,6,134,113,2,5,6,8,112,96,3,3,4,6,140,118,2,4,7,9,2546.0
17141.0,1052,851,12,27,39,117,1474,1030,35,37,95,263,1068,860,15,26,43,118,1516,1060,34,43,98,267,18052.0
17143.0,1619,1372,34,50,56,103,2453,2067,48,58,119,157,1649,1399,35,48,58,105,2479,2091,50,61,115,158,61897.0
17145.0,197,181,2,1,0,5,246,224,3,2,1,5,204,188,2,0,1,5,267,244,4,2,1,5,5277.0
17147.0,23,22,0,0,1,0,31,29,0,0,2,0,23,22,0,0,1,0,32,30,0,0,2,0,545.0
17149.0,632,426,21,14,54,114,997,587,21,20,106,260,633,405,21,23,56,125,1066,605,38,25,105,290,6505.0
17151.0,20,14,0,1,0,3,36,25,1,1,2,5,20,13,1,0,1,3,37,25,1,2,1,6,990.0
17155.0,20,15,0,1,0,1,28,21,0,1,1,1,20,15,0,1,0,1,29,22,0,1,1,1,427.0
17157.0,10,8,0,0,0,0,13,9,0,0,0,1,10,8,0,0,0,0,13,9,0,0,0,1,291.0
17159.0,23,23,0,0,0,0,32,32,0,0,0,0,23,23,0,0,0,0,33,33,0,0,0,0,1353.0
17161.0,522,381,14,19,37,61,919,488,17,30,79,292,525,382,16,17,38,62,918,485,18,28,77,297,10636.0
17163.0,5263,3426,219,341,521,748,8101,5315,357,486,844,1089,5555,3621,240,350,546,790,8492,5535,381,478,937,1151,89108.0
17165.0,23,19,1,0,0,0,43,33,4,0,1,0,24,20,1,0,0,0,44,34,3,1,1,0,1210.0
17167.0,1512,1326,30,30,60,49,2295,1989,41,41,93,110,1614,1419,29,34,61,52,2370,2051,44,44,96,111,54160.0
17169.0,87,63,4,5,7,6,101,74,2,2,4,17,87,63,2,7,6,7,101,74,2,2,4,17,2557.0
17173.0,152,121,4,8,6,12,189,149,6,4,13,16,154,123,4,7,7,12,193,152,5,6,13,16,3762.0
17175.0,31,26,1,0,2,1,35,29,0,1,0,4,32,27,1,0,2,1,35,28,1,1,0,4,774.0
17177.0,41,38,0,1,0,1,57,53,0,2,0,1,42,39,0,1,0,1,58,54,0,2,0,1,839.0
17179.0,1702,1456,22,31,75,118,3021,2391,46,53,118,413,1725,1477,27,29,75,117,3045,2428,41,52,114,410,49364.0
17181.0,141,77,6,6,15,34,159,62,1,5,8,80,145,72,11,8,10,41,161,62,2,5,7,82,1251.0
17183.0,602,531,7,12,21,21,949,802,19,15,45,51,634,560,8,8,24,23,987,831,20,24,42,53,28424.0
17185.0,15,13,0,0,0,2,27,17,0,0,1,8,15,13,0,0,0,2,27,17,0,0,0,9,446.0
17187.0,14,9,1,0,1,0,14,8,1,1,0,1,14,9,1,0,1,0,14,8,1,1,0,1,210.0
17189.0,21,17,0,0,3,0,22,16,0,0,2,3,21,15,1,1,3,0,23,17,0,0,1,4,604.0
17191.0,34,33,0,0,0,0,46,45,0,0,0,0,36,35,0,0,0,0,49,48,0,0,0,0,1895.0
17193.0,320,291,6,4,5,7,533,406,12,26,30,46,333,303,3,5,7,7,544,410,13,28,32,48,6567.0
17195.0,1220,1027,17,28,41,76,3017,2498,56,77,125,190,1300,1096,19,26,50,76,3049,2521,55,81,128,193,20477.0
17197.0,11766,4857,1219,1577,2058,2047,18409,7239,1771,2416,3402,3572,12297,5136,1245,1629,2141,2138,18920,7390,1794,2434,3584,3709,208799.0
17199.0,1021,945,13,12,20,24,1819,1546,33,46,81,102,1127,1042,16,12,24,25,1915,1634,32,46,85,104,26573.0
17201.0,5413,4032,47,84,208,1038,8609,6597,89,127,334,1458,5691,4290,56,82,205,1054,8907,6850,92,136,347,1476,85954.0
17203.0,343,296,3,4,7,20,484,407,10,10,16,24,350,302,4,4,7,20,490,411,13,9,16,24,14533.0
18001.0,273,264,0,2,0,5,512,490,6,5,3,6,299,289,1,2,0,5,540,518,6,5,3,6,11188.0
18003.0,4342,4002,66,78,131,63,9664,6676,204,341,762,1679,4566,4199,62,88,147,68,9867,6840,202,339,770,1714,122401.0
18005.0,1108,1031,14,10,19,26,1989,1828,23,35,35,60,1192,1113,14,12,19,26,2059,1891,29,35,36,60,27278.0
18007.0,91,84,0,1,3,2,141,128,1,0,5,6,100,93,0,1,3,2,155,141,1,1,4,7,3650.0
18009.0,163,151,2,1,5,3,219,197,3,3,8,7,168,156,2,1,5,3,227,205,3,3,8,7,5383.0
18011.0,1020,921,17,23,36,22,1615,1418,24,32,74,66,1053,951,16,27,36,22,1665,1461,25,33,77,68,23952.0
18013.0,885,508,24,42,88,215,999,515,28,41,114,293,897,515,22,42,93,217,1011,520,30,42,119,292,8353.0
18015.0,1583,438,18,33,57,1037,1857,561,18,33,94,1151,1603,455,18,31,60,1039,1890,589,14,39,93,1155,9984.0
18017.0,2882,1309,43,47,134,1341,3570,1563,55,73,145,1726,2923,1338,49,52,127,1349,3608,1593,54,79,141,1733,13952.0
18019.0,2322,1924,36,38,86,224,3354,2674,55,66,101,442,2468,2043,34,42,97,238,3511,2798,58,73,114,452,42028.0
18021.0,405,324,6,7,17,48,513,399,7,11,31,62,431,348,3,12,17,48,521,405,8,10,31,64,11328.0
18023.0,549,485,6,15,27,15,822,713,11,20,37,39,584,514,6,13,35,15,865,748,14,19,41,41,11895.0
18025.0,550,281,11,24,48,183,605,271,12,22,62,235,558,283,13,18,54,187,617,263,18,23,61,249,5784.0
18027.0,508,468,4,10,16,9,714,659,5,9,20,20,545,503,3,10,19,9,738,678,9,9,21,20,11424.0
18029.0,812,457,19,31,85,220,1157,627,27,43,105,355,866,504,25,33,82,222,1208,663,31,48,105,361,18636.0
18031.0,397,331,5,7,28,26,489,374,11,17,25,62,410,334,11,10,26,29,513,395,7,18,27,66,10243.0
18033.0,628,599,8,5,9,7,1123,1005,22,29,45,22,665,635,9,4,10,7,1150,1032,15,31,50,22,15662.0
18035.0,1366,1249,12,14,37,53,3479,2685,46,69,127,549,1599,1479,13,16,37,53,3640,2835,54,67,132,549,38886.0
18037.0,605,512,10,12,27,41,810,690,15,20,32,50,635,540,7,18,26,41,830,707,14,20,36,50,16565.0
18039.0,4268,2772,33,71,168,1220,7046,5161,86,96,251,1444,4474,2973,33,74,172,1218,7277,5369,86,113,253,1447,62515.0
18041.0,483,413,8,11,19,29,723,633,10,14,24,39,504,433,9,8,23,28,762,672,9,9,28,41,9398.0
18043.0,1315,1129,18,22,64,80,1786,1512,31,39,80,122,1416,1220,20,23,68,83,1849,1555,31,40,90,131,28023.0
18045.0,248,177,5,10,12,41,340,236,8,8,22,62,267,193,3,13,14,41,350,245,8,8,23,62,6742.0
18047.0,807,452,23,44,74,214,932,528,24,47,78,254,817,452,26,43,75,221,948,540,22,48,77,260,9797.0
18049.0,384,298,10,17,19,39,544,383,9,12,38,101,398,312,9,18,19,39,552,391,8,13,38,101,8343.0
18051.0,574,492,7,8,19,47,813,650,16,15,30,101,605,521,8,7,18,50,834,665,18,15,29,106,12676.0
18053.0,1184,998,20,31,57,77,2053,1463,44,73,118,354,1272,1081,19,33,59,79,2134,1531,50,73,121,358,24850.0
18055.0,442,335,9,13,26,55,554,419,15,10,30,74,461,354,9,10,28,56,567,428,16,10,31,76,13217.0
18057.0,3219,2794,43,58,122,201,5734,4787,73,102,215,556,3497,3063,31,71,126,205,6050,5086,73,105,219,566,112810.0
18059.0,691,651,6,9,14,11,1225,1142,8,9,29,37,734,694,6,8,15,11,1280,1195,5,13,29,38,28741.0
18061.0,756,442,18,19,53,220,957,515,25,32,65,315,770,446,22,22,55,221,981,525,28,37,63,323,15793.0
18063.0,1218,1101,9,18,40,48,2086,1908,25,23,50,77,1280,1161,9,18,40,50,2186,2003,20,29,48,83,57225.0
18065.0,804,709,15,21,29,29,1089,946,19,27,45,50,885,781,15,25,30,32,1137,990,15,32,48,50,18206.0
18067.0,1613,1451,29,33,54,44,2648,2227,39,67,120,192,1762,1584,37,39,53,47,2799,2350,48,75,124,199,31922.0
18069.0,1015,842,16,23,45,89,1448,1113,26,60,76,171,1039,862,17,24,46,89,1502,1165,25,58,79,173,14365.0
18071.0,803,717,10,8,15,51,1247,1129,17,17,25,56,834,748,10,8,15,51,1284,1165,16,18,26,56,15656.0
18073.0,1006,968,3,6,13,14,1594,1534,4,9,22,23,1063,1025,3,4,15,14,1649,1588,5,6,25,23,12481.0
18075.0,360,350,2,1,2,3,1103,1036,19,17,15,13,390,379,3,1,0,5,1129,1056,19,21,15,14,8393.0
18077.0,962,439,21,18,70,397,1171,465,24,29,85,548,986,449,20,19,70,410,1193,475,17,39,74,568,11977.0
18079.0,327,241,13,7,19,42,404,292,6,17,24,60,336,250,9,10,20,42,416,301,6,17,25,62,10887.0
18081.0,1292,1209,13,6,25,33,2389,2245,22,24,43,47,1383,1299,11,9,22,36,2495,2342,25,24,46,50,53376.0
18083.0,854,793,7,10,18,19,1628,1430,21,24,65,81,954,884,10,9,24,20,1753,1535,24,33,69,85,14146.0
18085.0,2121,1946,39,35,41,34,3077,2715,62,85,115,65,2192,2006,39,38,47,35,3166,2793,61,86,123,64,34725.0
18087.0,1054,977,10,15,28,17,1709,1499,29,42,69,59,1102,1020,9,17,31,17,1740,1525,30,42,70,62,15909.0
18089.0,14682,14238,82,81,133,146,28783,25663,462,686,1189,779,15610,15111,85,111,145,156,30318,26740,389,633,1447,1105,166583.0
18091.0,2552,2234,33,56,115,114,4017,3476,56,86,183,214,2809,2463,39,54,127,126,4219,3632,65,94,196,230,41650.0
18093.0,815,581,28,19,48,136,1031,697,29,43,73,186,842,596,24,30,48,141,1046,701,30,43,79,190,17987.0
18095.0,2126,1801,27,54,85,149,3886,2884,62,97,237,591,2303,1971,27,55,89,150,4082,3072,60,95,247,593,50657.0
18097.0,12623,9816,215,271,561,1755,26081,16683,467,704,1570,6646,13118,10260,233,280,572,1768,26648,17172,483,709,1594,6679,289223.0
18099.0,543,472,6,5,14,45,863,737,13,20,24,68,569,493,10,5,15,45,911,782,9,21,28,70,18021.0
18101.0,344,210,4,16,23,87,391,203,8,14,28,134,349,209,9,14,24,89,394,204,7,16,27,136,4307.0
18103.0,3020,1677,86,124,368,760,4123,1531,91,142,456,1898,3046,1693,82,133,361,772,4145,1542,88,148,448,1914,13320.0
18105.0,1653,1334,28,44,73,167,2179,1770,40,44,97,220,1723,1392,29,44,81,170,2248,1825,47,47,93,228,41003.0
