county_id,propcount_2020_100yr_all,propcount_2020_100yr_<0,propcount_2020_100yr_q1,propcount_2020_100yr_q2,propcount_2020_100yr_q3,propcount_2020_100yr_q4,propcount_2020_500yr_all,propcount_2020_500yr_<0,propcount_2020_500yr_q1,propcount_2020_500yr_q2,propcount_2020_500yr_q3,propcount_2020_500yr_q4,propcount_2050_100yr_all,propcount_2050_100yr_<0,propcount_2050_100yr_q1,propcount_2050_100yr_q2,propcount_2050_100yr_q3,propcount_2050_100yr_q4,propcount_2050_500yr_all,propcount_2050_500yr_<0,propcount_2050_500yr_q1,propcount_2050_500yr_q2,propcount_2050_500yr_q3,propcount_2050_500yr_q4,n_props
31181.0,50,43,1,2,2,2,74,62,1,4,4,3,50,43,1,2,2,2,74,63,1,3,4,3,1794.0
31183.0,29,22,1,1,1,4,38,25,0,1,6,6,27,20,1,1,1,4,37,24,0,2,5,6,538.0
31185.0,196,148,3,8,21,16,451,343,22,21,36,29,196,148,3,10,19,16,455,344,26,20,36,29,5220.0
32001.0,195,172,4,3,2,9,445,383,8,18,15,13,196,173,6,1,2,9,440,374,12,16,17,13,8156.0
32003.0,21624,18633,440,590,898,1037,64776,58117,1097,1360,2010,2147,24862,21594,489,612,996,1141,71681,64249,1264,1528,2233,2360,597855.0
32005.0,2273,2079,23,31,40,96,3663,3154,54,147,116,188,2301,2095,24,33,46,99,3680,3156,65,138,123,194,21705.0
32007.0,916,629,42,47,69,117,1439,934,49,71,161,204,972,669,32,58,74,126,1510,974,55,84,156,219,16665.0
32009.0,28,20,1,1,0,2,45,32,0,2,1,3,29,21,0,2,0,2,45,31,1,2,1,3,724.0
32011.0,114,58,1,5,10,34,184,108,2,5,13,47,116,58,2,4,8,38,190,111,3,3,15,48,893.0
32013.0,152,111,2,3,22,5,340,282,6,7,5,30,178,137,2,4,22,4,413,353,8,3,9,29,6034.0
32015.0,170,128,2,6,6,22,435,368,3,4,14,38,169,126,2,5,8,22,436,367,4,5,11,41,2299.0
32017.0,610,416,24,34,37,86,739,379,41,56,105,145,632,435,23,30,45,86,751,388,43,52,113,142,2179.0
32019.0,1690,1539,8,13,43,81,4578,4257,33,43,65,168,1809,1655,8,14,35,92,4882,4524,45,40,84,175,21819.0
32021.0,36,32,1,0,1,1,54,39,2,2,5,4,38,33,2,0,1,1,53,38,2,2,5,4,2069.0
32023.0,2238,2131,10,10,21,38,4622,4405,24,46,35,62,2366,2251,14,12,21,39,4904,4674,29,48,39,62,22606.0
32027.0,41,27,0,1,1,10,82,63,0,2,1,11,45,31,0,1,1,10,87,66,1,2,1,11,1875.0
32029.0,284,133,15,16,26,94,360,143,8,20,39,150,295,133,15,19,28,100,366,141,8,18,36,163,1982.0
32031.0,12973,10484,379,438,884,784,24180,17956,1204,1324,1463,2225,14071,11346,431,488,967,834,25412,18413,1565,1452,1609,2365,150341.0
32033.0,493,289,14,19,59,108,639,335,24,37,67,171,517,301,20,19,51,122,658,350,20,32,71,180,3960.0
32510.0,1487,1334,11,16,41,85,2873,2534,61,58,93,126,1565,1408,13,14,42,88,2949,2599,59,67,94,129,16586.0
33001.0,2695,1684,105,116,261,526,3351,1909,86,132,367,854,2792,1736,93,131,276,553,3453,1942,101,140,362,905,22636.0
33003.0,3270,666,216,323,615,1449,4394,772,263,362,795,2201,3417,676,234,322,642,1542,4543,783,225,374,826,2334,28061.0
33005.0,2004,1324,52,76,148,404,2679,1596,87,104,249,643,2075,1364,54,83,152,422,2762,1626,85,114,254,683,23111.0
33007.0,1430,221,78,128,249,754,1839,238,87,179,305,1030,1491,235,81,143,246,786,1898,240,97,152,324,1085,11398.0
33009.0,2874,582,131,207,499,1453,3661,724,148,232,529,2026,2963,588,128,217,495,1533,3758,723,159,241,533,2100,27407.0
33011.0,7453,4894,147,223,476,1703,9668,5797,203,340,564,2751,7763,5001,168,252,472,1860,9998,5945,186,339,592,2923,90072.0
33013.0,2094,1300,49,74,149,520,2755,1648,60,93,175,776,2170,1337,54,81,148,548,2844,1694,56,99,180,812,36476.0
33015.0,6040,1542,426,619,1274,2178,8439,1958,504,787,1663,3526,6562,1618,405,601,1246,2691,8965,2033,504,782,1685,3959,84121.0
33017.0,1347,414,119,138,245,431,1874,435,138,191,366,744,1437,421,128,145,276,467,1957,465,126,211,362,793,30265.0
33019.0,885,148,41,76,183,437,1199,180,63,112,225,619,920,149,48,84,189,450,1240,185,61,111,242,641,11452.0
34001.0,17948,12134,1167,1682,2245,713,21826,10819,1296,2171,4964,2565,21519,9101,1198,2165,5474,3572,24963,8268,892,1711,5084,8996,86262.0
34003.0,17929,9809,643,907,1907,4661,26261,12347,1118,1778,3389,7626,19139,10480,714,961,2012,4970,27279,12620,1108,1788,3578,8182,251761.0
34005.0,10149,6861,465,604,928,1287,16086,7108,438,657,1538,6338,11267,6763,632,780,1286,1802,17304,7360,492,683,1523,7239,144633.0
34007.0,5346,4043,219,301,450,328,12856,7043,422,570,1217,3596,6480,4567,292,473,575,567,14777,7342,546,768,1539,4574,149795.0
34009.0,35876,18368,2012,3324,7538,4625,42282,16499,1968,3278,8767,11760,42613,15475,1957,3192,8890,13089,48827,13672,1567,2810,8377,22391,78615.0
34011.0,2443,1734,100,129,235,231,3631,2410,135,171,321,578,2867,1915,106,144,287,401,4042,2487,150,213,365,810,41998.0
34013.0,9854,6121,418,559,962,1790,14433,8108,588,837,1506,3390,10439,6390,448,597,1051,1949,14932,8250,631,834,1568,3645,131410.0
34015.0,2093,1435,73,91,171,321,3213,2152,116,145,266,529,2355,1582,77,113,183,397,3854,2574,130,188,322,635,86929.0
34017.0,6141,3986,287,461,661,744,11609,7588,535,847,1329,1308,10230,7079,475,702,983,989,15934,8355,871,1436,2767,2503,96119.0
34019.0,3420,1107,99,182,359,1672,3992,932,95,168,348,2448,3583,1074,126,188,392,1802,4093,944,100,149,346,2553,43764.0
34021.0,6242,3974,238,344,564,1121,10274,5675,360,526,918,2794,6856,4288,257,374,665,1271,10832,5884,368,551,966,3062,104414.0
34023.0,5599,4074,233,291,456,536,8987,6207,330,475,819,1142,6089,4425,247,295,515,598,9489,6509,387,472,837,1270,204386.0
34025.0,13778,7751,685,1048,2284,2008,18842,8789,924,1414,3145,4568,16893,7654,793,1220,2764,4460,21641,8303,933,1470,3115,7818,203439.0
34027.0,8845,5524,390,545,963,1423,12342,6647,596,853,1744,2502,9296,5711,448,564,1079,1494,12825,6729,623,893,1849,2731,143988.0
34029.0,61537,20977,2908,4997,14847,17792,67529,18703,2358,4464,14585,27402,67178,15596,1995,3656,12353,33562,72640,15503,1550,2734,9281,43555,247904.0
34031.0,7889,4555,366,498,955,1511,10916,5797,502,701,1285,2626,8310,4787,358,542,986,1633,11345,5946,526,735,1325,2808,102867.0
34033.0,2810,1904,128,203,321,243,4413,2315,208,297,651,927,3654,2096,190,229,538,588,5428,2250,223,338,890,1712,20494.0
34035.0,2587,1814,122,151,255,239,4612,2657,188,266,492,1003,2775,1938,119,163,285,264,4933,2834,199,283,505,1106,102267.0
34037.0,3647,1808,197,236,493,906,4560,2153,214,350,627,1209,3782,1868,178,273,516,940,4673,2177,218,356,653,1262,52997.0
34039.0,8420,6102,341,467,727,772,13861,8799,577,846,1469,2158,9013,6488,366,497,780,871,14472,9075,611,830,1585,2359,120825.0
34041.0,3180,1283,98,162,312,1319,3903,1528,112,175,341,1741,3291,1304,113,161,312,1395,4001,1552,126,190,335,1791,35868.0
35001.0,5586,1841,778,910,1165,890,22109,4454,1561,2505,5124,8435,6033,1932,857,999,1286,957,22749,4471,1599,2423,5009,9215,88961.0
35005.0,1089,777,98,83,90,40,2459,1771,165,193,198,130,1118,824,97,75,82,39,2466,1806,167,190,182,119,22144.0
35006.0,675,278,56,80,126,106,939,349,59,94,173,217,688,276,62,85,124,111,970,364,59,88,187,224,6378.0
35007.0,358,55,36,36,85,146,478,97,43,49,98,191,360,59,34,35,83,149,478,101,39,48,95,195,5595.0
35009.0,199,128,20,21,11,18,358,204,39,47,45,22,203,130,22,20,12,18,357,207,31,51,45,22,9179.0
35011.0,30,14,5,4,5,1,36,13,9,3,8,2,29,14,4,4,5,1,36,14,8,3,8,2,856.0
35013.0,5970,1448,1076,561,660,2223,11070,3432,2053,1244,1340,2996,5921,1467,1044,542,650,2216,10916,3423,2024,1187,1295,2983,63114.0
35015.0,417,230,50,54,46,37,656,370,60,73,85,68,408,229,55,46,43,35,647,370,57,73,80,67,5091.0
35017.0,1162,555,70,81,154,277,1406,638,55,90,204,382,1163,555,71,81,154,277,1405,635,56,90,206,381,14393.0
35019.0,1,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,1,21.0
35021.0,11,2,0,2,1,2,12,2,0,1,2,3,11,2,1,1,1,2,12,2,0,1,2,3,474.0
35023.0,43,35,3,3,0,1,97,72,11,9,2,1,44,36,3,2,1,1,92,67,11,9,2,1,693.0
35025.0,3309,2299,339,300,257,96,4378,2156,537,697,715,249,3336,2275,359,308,272,102,4416,2119,520,725,763,265,9611.0
35027.0,191,28,8,10,23,86,222,20,19,10,30,105,187,23,9,10,24,85,221,20,17,11,30,105,5444.0
35028.0,124,22,12,18,27,45,195,52,13,22,36,72,132,25,14,18,28,47,203,63,15,20,35,70,7127.0
35029.0,80,53,8,8,7,2,653,589,9,24,23,6,84,58,8,8,6,2,681,615,14,20,24,6,3185.0
35031.0,409,100,50,50,49,121,591,155,53,63,102,162,410,98,53,49,50,121,590,152,53,64,103,162,5998.0
35035.0,2167,846,141,201,266,713,3056,1373,225,268,374,815,2165,865,141,192,263,704,3036,1373,219,264,375,804,23454.0
35039.0,311,71,35,32,56,96,489,101,47,48,83,183,319,76,34,37,56,95,495,105,46,49,82,186,4288.0
35041.0,284,117,32,29,40,62,525,254,55,45,44,122,296,126,24,35,41,66,534,255,53,46,49,126,1710.0
35043.0,4190,987,399,597,1161,1039,7333,1428,606,732,1329,3225,4394,1045,400,619,1174,1149,7566,1422,603,800,1354,3373,47076.0
35045.0,1891,417,154,197,375,725,2832,564,185,278,492,1275,1936,446,169,189,380,728,2876,577,205,260,522,1273,31417.0
35047.0,556,69,42,56,76,273,667,85,40,76,100,322,551,67,45,53,78,267,667,90,35,79,100,319,9988.0
35049.0,2257,536,202,323,502,660,3458,867,313,477,771,990,2291,560,203,324,497,672,3519,903,322,485,773,996,58538.0
35051.0,236,75,6,14,19,116,303,95,10,15,31,145,233,74,6,14,18,115,299,95,9,15,29,145,1300.0
35053.0,102,38,15,15,21,12,225,59,16,42,70,37,102,33,17,17,20,14,229,59,16,43,67,43,1018.0
35055.0,414,88,24,45,53,202,527,107,35,49,79,254,426,99,26,39,57,203,537,109,36,51,77,261,2796.0
35057.0,153,73,19,14,16,22,200,89,34,17,24,27,160,78,19,14,16,24,208,90,34,23,24,27,2401.0
35059.0,28,7,4,2,8,6,36,6,3,2,10,11,26,7,2,3,8,5,36,7,3,1,11,10,1184.0
35061.0,1640,1182,81,102,212,41,3178,1734,312,370,436,287,1878,1372,109,98,226,49,3294,1766,321,373,479,316,10400.0
36001.0,6494,2559,457,578,978,1905,8810,3408,645,747,1274,2717,6698,2606,473,577,1021,2004,9159,3546,661,787,1302,2844,75157.0
36003.0,3636,1565,174,261,543,1065,4416,1717,184,281,595,1608,3664,1574,171,250,553,1087,4469,1736,166,308,588,1640,20992.0
36005.0,2402,1449,80,136,190,547,3385,1817,146,288,379,755,2710,1499,99,173,292,647,3727,1799,142,225,606,955,22477.0
36007.0,9901,2704,473,774,1347,4548,14287,2708,478,639,1483,8913,10364,2710,456,818,1414,4906,14739,2734,482,634,1473,9349,56013.0
36009.0,5289,2588,271,327,720,1362,7662,3807,315,460,865,2191,5354,2585,291,344,727,1386,7778,3770,317,483,921,2261,32668.0
36011.0,2913,1186,156,230,414,923,3662,1314,178,282,499,1384,3005,1220,165,237,408,971,3720,1310,179,286,516,1424,26352.0
36013.0,5274,3177,231,317,582,935,7146,4026,284,461,897,1440,5438,3271,256,314,595,969,7277,4055,294,460,916,1513,49833.0
36015.0,5736,3692,319,322,472,919,9550,4734,426,624,1122,2625,5873,3771,315,343,493,939,9782,4744,418,634,1150,2817,26271.0
36017.0,3126,976,150,235,503,1238,4041,1130,172,289,566,1857,3216,1006,164,225,509,1288,4162,1149,167,313,559,1947,19405.0
36019.0,1648,737,99,125,244,439,2517,1098,140,172,313,789,1688,760,101,120,246,457,2582,1122,146,170,322,817,26019.0
36021.0,2546,1238,122,153,321,705,3157,1394,153,213,391,997,2610,1258,130,165,315,735,3232,1421,150,218,400,1034,23437.0
36023.0,3145,1085,237,322,476,1012,3902,1113,238,342,665,1529,3227,1098,246,327,494,1049,3944,1096,246,343,677,1567,13813.0
36025.0,5244,1145,215,303,611,2864,6204,1275,219,321,657,3609,5326,1140,225,307,624,2921,6336,1297,221,329,681,3684,25363.0
36027.0,6391,2846,350,565,1098,1532,8933,3898,453,742,1452,2388,6768,3025,403,580,1159,1601,9276,4038,453,790,1498,2497,79801.0
36029.0,18887,13320,705,1021,1241,2600,39098,24132,1500,2237,4396,6833,21599,15488,832,957,1558,2764,40514,24198,1977,2189,4703,7447,242087.0
36031.0,2389,687,101,148,340,1095,2954,758,120,193,382,1481,2416,698,92,154,344,1110,3006,780,112,202,383,1509,20201.0
36033.0,1835,620,105,161,315,620,2400,718,131,191,405,940,1876,612,120,170,305,655,2459,741,122,193,402,986,18544.0
36035.0,1988,466,169,198,370,778,2571,564,177,231,451,1140,2033,473,172,199,378,804,2665,616,177,217,469,1178,19586.0
36037.0,825,470,61,65,114,113,1697,936,119,119,207,312,840,471,65,69,107,126,1842,992,104,138,210,394,17565.0
36039.0,2972,1310,104,159,340,1035,3583,1451,118,176,366,1445,3038,1314,122,147,352,1078,3666,1465,124,175,384,1490,22510.0
36041.0,1340,467,72,100,182,507,1634,473,76,120,203,745,1351,459,78,99,186,517,1659,476,56,132,205,773,6913.0
36043.0,4257,1247,234,358,692,1710,5224,1457,277,316,802,2355,4331,1247,256,344,712,1756,5335,1487,284,330,802,2415,24411.0
36045.0,4171,1096,275,345,629,1812,5368,1308,301,443,867,2432,4329,1130,259,357,652,1916,5549,1321,312,448,864,2587,38366.0
36047.0,8211,4411,245,356,863,2336,13153,7833,397,653,1139,3131,9565,4925,292,378,910,3060,14665,8331,466,731,1200,3937,67556.0
36049.0,1862,472,108,205,349,720,2394,552,150,193,395,1095,1891,475,109,198,359,742,2441,546,152,199,398,1137,13915.0
36051.0,2167,1328,118,140,256,324,2964,1521,135,189,432,686,2218,1365,119,143,260,330,3007,1486,147,179,415,779,19881.0
36053.0,3134,1394,168,231,501,824,4179,1760,249,338,657,1155,3218,1419,181,241,509,853,4304,1824,250,345,684,1181,23802.0
36055.0,13845,7542,1066,1238,1857,2134,19897,10501,1689,1773,2460,3465,14240,7694,1118,1251,1925,2244,20530,10818,1754,1814,2466,3668,213996.0
36057.0,1866,373,69,114,211,1088,2390,450,82,122,245,1478,1920,367,70,114,217,1141,2443,451,87,121,238,1533,14219.0
36059.0,29789,22297,1399,1732,2661,1680,50726,34940,2396,3341,5606,4420,39326,25963,1794,2741,5255,3553,62121,39235,2528,3675,8089,8570,337668.0
36061.0,276,114,9,19,22,112,453,181,9,25,57,181,358,137,10,28,46,137,546,201,10,30,74,231,7917.0
36063.0,8046,6745,258,275,382,381,16502,12815,608,1082,1185,804,8922,7487,297,320,407,406,17163,13190,642,952,1483,888,66066.0
36065.0,6137,2475,534,555,968,1579,9192,3491,697,868,1561,2542,6342,2546,561,573,1000,1636,9454,3563,712,844,1617,2684,66028.0
36067.0,10190,4883,616,805,1469,2415,15639,7153,864,1309,2090,4221,10640,5032,650,835,1546,2575,16372,7542,897,1338,2164,4429,133320.0
36069.0,3432,1907,224,289,498,509,4369,2124,301,446,606,886,3496,1940,237,282,496,536,4464,2150,296,458,634,920,36510.0
36071.0,6219,2669,311,454,874,1904,8307,3408,392,593,1127,2779,6469,2753,300,462,921,2025,8625,3532,405,608,1167,2905,90953.0
36073.0,671,324,36,55,89,165,934,461,47,58,101,265,688,335,34,54,85,178,965,472,44,66,110,271,13066.0
36075.0,3305,1541,207,224,401,928,4456,1968,226,269,601,1387,3416,1584,221,236,401,970,4546,1961,232,291,612,1445,41707.0
36077.0,3516,897,293,356,663,1283,4372,966,268,431,808,1870,3577,885,297,370,674,1325,4485,974,259,457,808,1957,23529.0
36079.0,2109,1170,81,98,209,546,2664,1429,94,128,260,748,2203,1228,84,100,214,572,2733,1442,114,120,270,782,30460.0
36081.0,18836,10278,1815,773,1613,4357,27526,14410,1580,1533,2549,7454,20613,10955,509,2004,1585,5560,29155,14853,1573,1650,2298,8781,154155.0
36083.0,4426,1675,186,297,634,1622,5608,1911,229,339,752,2363,4548,1625,222,307,663,1719,5815,1914,239,377,792,2479,39984.0
36085.0,6602,3923,318,418,806,1136,9612,5472,452,666,1209,1812,7405,4117,360,507,890,1530,10584,5754,421,677,1351,2380,77241.0
36087.0,4607,1093,424,645,1077,1362,6823,1398,590,827,1604,2398,4934,1162,449,700,1140,1477,7160,1425,612,873,1661,2583,72156.0
36089.0,4189,817,151,245,517,2450,5650,1040,207,296,646,3451,4404,873,163,234,526,2599,5903,1084,219,293,692,3604,42156.0
36091.0,5152,2122,324,435,646,1600,7437,2801,475,658,1030,2439,5404,2229,332,446,691,1678,7670,2840,475,658,1099,2563,71913.0
36093.0,3221,1210,239,335,516,921,5012,1873,356,404,807,1572,3374,1247,237,342,552,996,5296,1956,353,396,823,1768,40732.0
36095.0,1965,760,65,132,285,711,2524,918,102,143,345,1001,2014,784,74,130,282,732,2593,933,98,146,366,1035,13814.0
36097.0,1353,628,66,74,156,415,1636,698,70,84,195,575,1364,624,69,76,161,420,1654,701,71,89,184,595,8253.0
36099.0,932,372,49,73,93,337,1204,490,58,86,146,413,938,371,46,77,98,338,1218,491,47,106,143,420,11876.0
36101.0,6922,3087,360,461,906,2082,9532,2681,421,637,1324,4440,6976,3070,371,467,914,2128,9679,2644,380,663,1322,4640,36597.0
36103.0,44704,34634,1293,1911,3421,3363,64601,46678,1937,2880,5936,7051,50762,36383,1543,2384,4922,5435,70398,46545,2121,3338,7103,11167,439499.0
36105.0,3951,1571,170,196,501,1501,4666,1777,152,238,527,1960,4034,1594,159,211,510,1548,4749,1786,160,253,519,2019,35602.0
36107.0,3413,817,187,272,583,1532,4566,974,237,284,631,2417,3528,803,187,291,569,1655,4663,923,236,290,645,2546,17243.0
36109.0,3249,1552,92,141,363,1099,3814,1613,99,129,350,1621,3277,1541,107,132,344,1151,3859,1630,107,132,344,1644,22053.0
36111.0,5721,2514,258,286,647,1987,7254,2994,285,390,783,2762,5896,2585,250,306,661,2065,7492,3102,288,415,777,2870,56996.0
36113.0,3574,1427,170,244,418,1307,4715,1865,240,318,568,1713,3678,1477,168,256,424,1346,4848,1909,266,311,582,1770,27975.0
36115.0,3012,713,150,249,519,1351,3731,855,150,251,545,1889,3091,712,159,248,528,1412,3822,879,154,257,539,1952,23012.0
36117.0,1206,543,58,76,187,340,1675,756,98,124,202,491,1242,559,63,84,180,354,1724,760,95,141,216,508,27759.0
36119.0,13808,4207,947,1397,2708,4546,17538,4833,1114,1714,3393,6481,14427,4342,966,1414,2861,4841,18100,4874,1175,1739,3495,6814,169913.0
36121.0,1276,754,52,82,152,230,1657,919,76,97,223,336,1290,760,56,81,155,232,1676,924,81,100,219,346,14057.0
36123.0,1271,347,80,94,214,526,1579,439,99,124,238,668,1276,347,78,97,210,534,1608,458,96,125,244,673,10621.0
37001.0,2341,1936,46,65,115,170,2761,2203,54,87,150,257,2451,2023,51,65,115,188,2884,2301,58,76,161,278,54912.0
37003.0,1026,135,27,50,122,691,1133,148,34,45,108,797,1055,139,30,48,115,722,1158,155,37,45,113,807,13378.0
37005.0,701,235,21,40,62,340,770,267,20,30,76,374,713,239,22,33,72,344,776,265,19,28,81,380,6570.0
37007.0,169,108,12,9,23,15,203,118,15,17,30,21,186,114,15,11,27,17,209,121,12,22,30,22,9611.0
37009.0,4453,379,79,178,404,3408,4750,376,81,171,381,3736,4545,393,81,173,412,3481,4817,381,86,159,397,3789,15064.0
37011.0,2395,376,55,109,269,1559,2576,369,64,114,272,1729,2436,375,68,96,277,1592,2639,375,62,111,279,1784,17137.0
37013.0,6811,1507,194,296,632,4176,10401,1025,147,271,714,8237,7726,1534,178,282,641,5085,10943,718,101,154,395,9568,18474.0
37015.0,495,422,3,10,12,25,674,544,6,7,27,63,515,430,3,13,14,32,716,567,9,5,29,78,7382.0
37017.0,1115,661,98,117,124,111,1531,865,140,139,225,158,1170,696,94,119,143,114,1595,894,139,144,240,174,13071.0
37019.0,19052,13398,460,663,1531,2999,23411,14082,463,787,1761,6314,20721,12891,493,700,1667,4968,25358,13795,425,762,1625,8746,80651.0
37021.0,3309,1559,98,156,295,1201,3654,1600,101,154,306,1493,3421,1587,99,145,322,1268,3760,1643,94,170,316,1537,23754.0
37023.0,1305,590,51,68,138,458,1627,700,53,90,165,619,1338,591,58,73,140,476,1676,716,62,85,168,645,31529.0
37025.0,2737,1185,213,271,471,587,3578,1455,241,376,652,844,2988,1282,233,293,542,628,3750,1514,244,374,692,916,85082.0
37027.0,2867,542,93,157,392,1662,3383,584,114,185,444,2035,2985,563,99,152,413,1737,3500,611,125,185,458,2100,33837.0
37029.0,1264,948,35,59,122,100,1820,1097,48,100,194,381,1679,892,65,85,198,439,2394,1060,50,90,200,994,4143.0
37031.0,16327,5681,498,903,2192,7036,20417,5359,439,742,1895,11958,19327,5102,401,733,1925,11144,23581,4873,404,626,1624,16021,41725.0
37033.0,71,41,1,8,6,14,97,57,1,9,12,17,73,40,3,7,8,14,97,54,3,8,14,17,10613.0
37035.0,2350,1588,43,77,123,506,3133,2103,62,99,166,689,2499,1694,51,76,138,527,3301,2204,76,105,189,713,58748.0
37037.0,1079,399,64,106,190,320,1189,423,75,120,199,372,1110,405,65,113,187,340,1238,448,77,127,203,383,28884.0
37039.0,2871,574,56,115,356,1770,3130,563,60,126,339,2042,2921,577,58,117,358,1811,3171,572,69,126,347,2057,15654.0
37041.0,632,400,29,44,61,97,1268,503,51,70,150,493,862,447,38,57,91,228,2371,905,76,127,215,1047,5929.0
37043.0,53,10,1,3,5,34,56,8,1,6,5,36,53,9,2,3,5,34,56,7,1,4,7,37,318.0
37045.0,954,373,53,94,171,263,1191,445,85,114,212,335,1019,397,65,97,182,278,1250,470,78,130,227,345,36338.0
37047.0,1876,1077,151,181,260,207,2512,1436,167,238,378,293,1989,1142,160,196,275,216,2673,1519,197,249,397,311,17657.0
37049.0,8101,4054,375,592,1061,2004,13371,3712,416,609,1276,7327,9967,3737,387,579,1154,4090,15946,3548,389,589,1194,10191,38786.0
37051.0,7487,5332,289,430,700,735,10528,7342,389,621,997,1177,8028,5696,291,485,770,785,11036,7657,420,645,1056,1256,103648.0
37053.0,2929,2006,94,129,296,402,4343,2656,101,180,438,966,3895,2463,105,162,362,801,5785,3165,114,173,509,1822,8117.0
37055.0,13820,4363,825,1273,2898,4461,18576,3378,806,1330,3063,9999,16801,3650,702,1016,2429,9004,21106,2116,463,732,2016,15779,28487.0
37057.0,3285,1086,176,255,483,1285,3897,1127,192,255,561,1762,3445,1118,167,266,507,1387,4018,1140,183,275,566,1854,64639.0
37059.0,382,144,16,37,60,125,460,179,23,39,68,151,418,161,22,41,66,128,472,174,26,44,64,164,16476.0
37061.0,909,573,53,71,120,92,1331,809,90,113,166,153,947,588,65,75,123,96,1387,845,95,110,171,166,15514.0
37063.0,3957,1341,283,425,820,1087,4909,1602,339,550,1037,1380,4329,1477,297,481,884,1189,5122,1680,331,567,1096,1447,89230.0
37065.0,1077,689,60,91,102,130,1667,1058,102,130,174,196,1113,714,60,92,100,142,1723,1086,119,128,178,204,16859.0
37067.0,4223,2137,187,290,581,1022,5096,2421,226,364,726,1352,4499,2230,221,296,628,1118,5455,2601,238,366,793,1450,126601.0
37069.0,566,449,20,21,33,42,697,556,24,23,42,51,600,479,20,21,37,42,718,570,26,26,43,52,23782.0
37071.0,3591,1004,158,237,483,1709,4479,1119,195,280,588,2297,3798,1043,192,249,496,1818,4692,1195,197,305,618,2377,78412.0
37073.0,234,203,9,7,13,2,324,263,14,7,21,19,240,205,5,9,14,7,358,268,17,13,23,36,4500.0
37075.0,1668,316,45,57,121,1126,1819,309,40,63,137,1267,1689,314,39,65,124,1144,1836,309,31,67,144,1282,4624.0
37077.0,541,348,23,27,61,82,628,366,39,31,79,113,555,345,27,36,61,86,660,383,42,33,80,122,20121.0
37079.0,184,174,4,3,1,2,295,280,3,2,6,4,188,178,3,4,1,2,305,288,2,4,7,4,5736.0
37081.0,5345,3300,306,367,633,739,6705,3967,377,476,844,1041,5826,3581,332,407,692,814,7123,4210,411,493,892,1117,155014.0
37083.0,871,739,7,11,21,81,1175,999,14,20,26,102,912,774,11,9,23,83,1235,1049,10,20,38,104,27833.0
37085.0,1933,1050,141,183,279,279,2418,1235,196,233,351,401,2012,1076,160,195,281,299,2532,1280,199,254,368,429,43580.0
37087.0,6812,1063,230,361,952,4180,7436,991,239,382,940,4854,6967,1043,245,362,953,4338,7615,1005,237,385,945,5011,29016.0
37089.0,3592,1802,133,192,374,1047,4241,2026,160,247,460,1302,3748,1864,140,203,393,1104,4418,2087,158,267,485,1373,45685.0
37091.0,380,334,4,6,15,20,537,466,6,8,8,45,392,341,4,7,13,25,554,477,5,11,9,48,8460.0
37093.0,1002,728,54,66,93,61,1312,939,66,92,119,96,1066,780,52,71,96,67,1375,979,70,98,128,100,17534.0
37095.0,2240,1033,40,77,149,941,2508,735,80,95,187,1411,2499,832,58,94,173,1342,2526,311,58,67,132,1958,2636.0
37097.0,1652,647,92,143,286,484,2729,1216,147,244,443,679,1781,703,115,151,304,508,2948,1306,183,248,479,732,71378.0
37099.0,3557,981,86,126,297,2066,3826,948,83,127,324,2343,3640,981,91,122,318,2127,3903,959,73,136,317,2417,16350.0
37101.0,2206,1295,168,188,293,262,2966,1719,203,262,380,402,2341,1376,171,206,299,289,3147,1834,207,273,408,425,73359.0
37103.0,305,221,11,16,31,17,487,313,33,26,57,45,316,227,12,16,35,17,541,318,32,34,62,80,4113.0
37105.0,1131,815,36,48,94,134,1300,896,43,58,103,196,1177,837,40,51,97,148,1352,919,40,65,109,213,22894.0
37107.0,1195,1104,17,19,38,14,1846,1660,28,45,69,40,1222,1125,19,20,40,15,1892,1697,31,47,69,44,20011.0
37109.0,774,135,53,86,215,284,1046,208,83,111,277,366,828,151,53,91,234,298,1147,228,99,124,306,389,36182.0
37111.0,2192,381,79,150,328,1240,2454,373,93,139,370,1459,2265,392,94,144,333,1286,2506,376,96,140,381,1492,18339.0
37113.0,3947,601,112,172,467,2595,4327,628,120,196,459,2924,4041,596,110,184,475,2676,4413,629,120,194,456,3014,23717.0
37115.0,2843,235,41,77,218,2270,2995,231,35,72,211,2444,2886,233,34,84,226,2307,3034,234,43,60,208,2486,8986.0
37117.0,144,79,6,8,10,15,182,93,5,11,20,21,146,81,4,8,12,15,186,94,4,12,21,22,7055.0
37119.0,14197,8521,603,871,1528,2666,17933,10198,745,1115,2051,3814,15315,9074,639,956,1691,2946,18993,10730,781,1201,2179,4092,304789.0
37121.0,1549,402,39,60,148,889,1648,408,35,57,162,974,1575,418,32,57,153,904,1681,422,31,60,162,994,5853.0
37123.0,865,487,21,31,52,247,1119,538,23,34,85,410,908,478,24,33,70,275,1165,559,26,34,75,441,14744.0
37125.0,2053,842,119,220,408,464,2383,885,181,218,459,640,2144,853,146,211,420,514,2481,904,182,241,468,686,38412.0
37127.0,1382,1112,33,47,92,98,1963,1531,52,72,121,187,1445,1163,31,54,93,104,2042,1581,62,74,129,196,32343.0
